train_tp,train_fp,train_fn,train_ignored_pred,train_precision,train_recall,train_f1,train_n_images,val_tp,val_fp,val_fn,val_ignored_pred,val_precision,val_recall,val_f1,val_n_images,test_tp,test_fp,test_fn,test_ignored_pred,test_precision,test_recall,test_f1,test_n_images,cell_line,combo_id,threshold_factor,morph_close_kernel,min_area,max_area,merge_distance
1627,360,325,265,0.8188223452440866,0.8335040983606558,0.8260979944148261,44,385,52,94,73,0.8810068649885584,0.8037578288100209,0.8406113537117904,9,413,73,99,59,0.8497942386831275,0.806640625,0.8276553106212425,11,COLO320DM,clahe__remove_background__apply_gamma__apply_sigmoid,1.0,5.0,3.0,900.0,5.0
1123,137,829,5,0.8912698412698413,0.5753073770491803,0.699252801992528,44,247,25,232,2,0.9080882352941176,0.5156576200417536,0.6577896138482024,9,252,35,260,1,0.8780487804878049,0.4921875,0.6307884856070087,11,COLO320DM,clahe__remove_background__apply_gamma__apply_sigmoid,0.9745401188473625,15.0,22.0,639.0,3.1203728088487304
1167,127,785,13,0.901854714064915,0.5978483606557377,0.7190388170055453,44,262,26,217,2,0.9097222222222222,0.5469728601252609,0.6831812255541069,9,271,35,241,6,0.8856209150326797,0.529296875,0.6625916870415648,11,COLO320DM,clahe__remove_background__apply_gamma__apply_sigmoid,0.7559945203362026,3.0,26.0,641.0,14.161451555920909
1120,249,832,9,0.8181154127100073,0.5737704918032787,0.6744956338452274,44,245,43,234,3,0.8506944444444444,0.511482254697286,0.6388526727509778,9,251,50,261,1,0.8338870431893688,0.490234375,0.6174661746617466,11,COLO320DM,clahe__remove_background__apply_gamma__apply_sigmoid,0.6205844942958024,15.0,25.0,291.0,3.6364993441420124
1409,227,543,65,0.8612469437652812,0.7218237704918032,0.7853957636566332,44,326,40,153,11,0.8907103825136612,0.6805845511482255,0.7715976331360946,9,340,54,172,18,0.8629441624365483,0.6640625,0.7505518763796909,11,COLO320DM,clahe__remove_background__apply_gamma__apply_sigmoid,0.7834045098534338,5.0,16.0,489.0,5.824582803960839
1473,184,479,144,0.8889559444779722,0.7546106557377049,0.8162926018287614,44,340,35,139,32,0.9066666666666666,0.7098121085594989,0.7962529274004684,9,360,47,152,30,0.8845208845208845,0.703125,0.7834602829162133,11,COLO320DM,clahe__remove_background__apply_gamma__apply_sigmoid,1.2118528947223794,3.0,9.0,430.0,9.12139968434072
1205,110,747,43,0.9163498098859315,0.6173155737704918,0.7376798285889195,44,272,24,207,12,0.918918918918919,0.5678496868475992,0.7019354838709677,9,286,29,226,11,0.9079365079365079,0.55859375,0.6916565900846433,11,COLO320DM,clahe__remove_background__apply_gamma__apply_sigmoid,1.3851759613930135,5.0,16.0,633.0,0.9290082543999545
1409,220,543,8,0.8649478207489257,0.7218237704918032,0.786931024853393,44,324,36,155,1,0.9,0.6764091858037579,0.7723480333730631,9,351,49,161,3,0.8775,0.685546875,0.7697368421052632,11,COLO320DM,clahe__remove_background__apply_gamma__apply_sigmoid,1.2075448519014382,3.0,3.0,954.0,19.312640661491187
1512,222,440,158,0.8719723183391004,0.7745901639344263,0.8204015192620727,44,352,37,127,36,0.9048843187660668,0.7348643006263048,0.8110599078341014,9,379,52,133,30,0.8793503480278422,0.740234375,0.8038176033934252,11,COLO320DM,clahe__remove_background__apply_gamma__apply_sigmoid,1.4083973481164611,5.0,4.0,716.0,8.803049874792027
1595,615,357,162,0.7217194570135747,0.8171106557377049,0.7664584334454589,44,372,97,107,39,0.7931769722814499,0.7766179540709812,0.7848101265822784,9,400,120,112,46,0.7692307692307693,0.78125,0.7751937984496124,11,COLO320DM,clahe__remove_background__apply_gamma__apply_sigmoid,0.7220382348447788,9.0,2.0,918.0,5.175599632000338
