filename,file_type,size_kb,path
fig3_anchor_classical_overlay.png,figure,342.2,release/figures/notebook05/fig3_anchor_classical_overlay.png
fig3_anchor_classical_overlay.svg,figure,1417.6,release/figures/notebook05/fig3_anchor_classical_overlay.svg
fig3_classical_wilcoxon_delta.png,figure,54.4,release/figures/notebook05/fig3_classical_wilcoxon_delta.png
fig3_classical_wilcoxon_delta.svg,figure,49.3,release/figures/notebook05/fig3_classical_wilcoxon_delta.svg
fig4_segmentation_test_bars.png,figure,45.0,release/figures/notebook05/fig4_segmentation_test_bars.png
fig4_segmentation_test_bars.svg,figure,22.4,release/figures/notebook05/fig4_segmentation_test_bars.svg
fig6_count_agreement_top3.png,figure,96.6,release/figures/notebook05/fig6_count_agreement_top3.png
fig6_count_agreement_top3.svg,figure,123.1,release/figures/notebook05/fig6_count_agreement_top3.svg
fig6_f1_by_cell_line_heatmap.png,figure,53.3,release/figures/notebook05/fig6_f1_by_cell_line_heatmap.png
fig6_f1_by_cell_line_heatmap.svg,figure,27.8,release/figures/notebook05/fig6_f1_by_cell_line_heatmap.svg
fig6_global_performance_bars.png,figure,85.9,release/figures/notebook05/fig6_global_performance_bars.png
fig6_global_performance_bars.svg,figure,53.8,release/figures/notebook05/fig6_global_performance_bars.svg
figS_f1_by_cell_line_heatmap_7row.png,figure,59.1,release/figures/notebook05/figS_f1_by_cell_line_heatmap_7row.png
figS_f1_by_cell_line_heatmap_7row.svg,figure,30.4,release/figures/notebook05/figS_f1_by_cell_line_heatmap_7row.svg
figS_gt_count_disclosure.png,figure,142.4,release/figures/notebook05/figS_gt_count_disclosure.png
figS_gt_count_disclosure.svg,figure,132.8,release/figures/notebook05/figS_gt_count_disclosure.svg
figS_pixel_dice_locked_numbers.png,figure,54.7,release/figures/notebook05/figS_pixel_dice_locked_numbers.png
figS_pixel_dice_locked_numbers.svg,figure,20.3,release/figures/notebook05/figS_pixel_dice_locked_numbers.svg
figS_qualitative_gallery.png,figure,389.2,release/figures/notebook05/figS_qualitative_gallery.png
figS_qualitative_gallery.svg,figure,2445.0,release/figures/notebook05/figS_qualitative_gallery.svg
notebook05_output_manifest.csv,manifest,4.2,release/figures/notebook05/notebook05_output_manifest.csv
pixel_dice_locked_numbers.csv,source_data,0.7,release/figures/notebook05/pixel_dice_locked_numbers.csv
source_fig3_anchor_classical_overlay.csv,source_data,4.9,release/figures/notebook05/source_fig3_anchor_classical_overlay.csv
source_fig3_anchor_classical_overlay_summary.csv,source_data,0.7,release/figures/notebook05/source_fig3_anchor_classical_overlay_summary.csv
source_fig3_classical_wilcoxon_delta.csv,source_data,123.3,release/figures/notebook05/source_fig3_classical_wilcoxon_delta.csv
source_fig3_wilcoxon.csv,source_data,0.7,release/figures/notebook05/source_fig3_wilcoxon.csv
source_fig4_segmentation_test_bars.csv,source_data,0.5,release/figures/notebook05/source_fig4_segmentation_test_bars.csv
source_fig6_count_agreement_top3.csv,source_data,220.1,release/figures/notebook05/source_fig6_count_agreement_top3.csv
source_fig6_count_agreement_top3_summary.csv,source_data,0.4,release/figures/notebook05/source_fig6_count_agreement_top3_summary.csv
source_fig6_f1_by_cell_line_heatmap.csv,source_data,0.6,release/figures/notebook05/source_fig6_f1_by_cell_line_heatmap.csv
source_fig6_f1_by_cell_line_heatmap_long.csv,source_data,1.5,release/figures/notebook05/source_fig6_f1_by_cell_line_heatmap_long.csv
source_fig6_global_performance_bars.csv,source_data,2.2,release/figures/notebook05/source_fig6_global_performance_bars.csv
source_figS_f1_by_cell_line_heatmap_7row.csv,source_data,0.7,release/figures/notebook05/source_figS_f1_by_cell_line_heatmap_7row.csv
source_figS_f1_by_cell_line_heatmap_7row_long.csv,source_data,1.7,release/figures/notebook05/source_figS_f1_by_cell_line_heatmap_7row_long.csv
source_figS_gt_count_disclosure.csv,source_data,0.7,release/figures/notebook05/source_figS_gt_count_disclosure.csv
source_figS_gt_count_disclosure_long.csv,source_data,144.2,release/figures/notebook05/source_figS_gt_count_disclosure_long.csv
source_figS_qualitative_gallery_picks.csv,source_data,0.6,release/figures/notebook05/source_figS_qualitative_gallery_picks.csv
source_figS_qualitative_gallery_tiles.csv,source_data,7.3,release/figures/notebook05/source_figS_qualitative_gallery_tiles.csv
