relative_path,sha256,size_bytes,file_type
benchmark/metadata_internal.csv,96cf56bf505b10d34cda7ae09bb62d477ca65002b8194e164bb663bfc8a63c76,169810,metadata
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_100.png,8e80b8cb1cd856638dedfe22468a7202797d657b3f73e68edaa70bdecb1a4ac7,9217,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_101.png,2f22dbf5112acfded8d15a3bfacec7bb5c332917fe8dd538c81a3d6116ebade9,8462,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_103.png,a5e4c386b1595c16a192b66b807049f5b2118b23f9cda2ac54e82c946404d946,8372,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_105.png,de81ca504d7a56cf98adceea72a313b9b09867774e3e0af684371e2ebebebbc8,8422,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_109.png,7ec43f2a4ec9c346e972349541d755113d6e0aaa932146379c2526d01e47c781,8522,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_110.png,3e9b8eec62b2b97a01deb4ba0b6146e946e2c92965c3e78c2cb783d022db7109,8398,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_111.png,9c0eaf02e9d77889e81b846cb51cc97365f6ed8ef5751d4480867aaeeb68ae94,9548,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_112.png,a1b021898d53ae11efc9355121d2d779eebe662dfd66f9bf99c4f76e6d5d0e5e,9107,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_114.png,f64cb44f53cabc404fdf7591bc7be33fb01578c2518809800eb7bbf9275ce6f5,9073,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_12.png,fd2ed14c18434f996cf4ec840c58dc27b58fd6be117ceca662960d38d947d20c,8297,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_17.png,d7b5e251985971c47df6f08d550b8b9e7829ebfb91ed7912cefbf705183428a3,8450,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_18.png,76872c3b0c7b4a8d81c5b3ca496db4549945f0191e5adb3c6ac6529e9c54d4d4,9011,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_21.png,b2cde07fb52c661aef97e971a91fe0b856954eca95db03db32152c82e74d6d00,8657,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_22.png,f7c1ff7e07961469b4e3e2914ae97f23dac96c32225b1208965c22fc4be66724,8653,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_23.png,36b8efc914c75a925f2bf4a13da28e56460155b6c66b5752b3eb18e712edd626,8780,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_25.png,a6c38b6c662f2d545c19e1680b87c73b0fab26885fe412051adbf8c93053146f,9102,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_26.png,fd2ed14c18434f996cf4ec840c58dc27b58fd6be117ceca662960d38d947d20c,8297,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_27.png,6285170e679141006b175b5df6838f0a67159f4ddad387d029efb4266da80996,9060,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_28.png,581dd8096e2dc90986306ed9f44239a95a9449912db913aa59f99094317f5188,8910,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_3.png,410fa91d8768f653de0de3d21b27691803af1460cb97b679c030dc53b6d2324c,11785,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_31.png,1cfb09824dfc0485a1503e20305713f1340b3599f2250f0af4a5d041781a435f,10025,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_33.png,4697603ae4e8d459adbdc7d14d6b53dff963d93dec24f8ecb5d2d050beef6120,8726,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_35.png,426135755b4b2d314e2e90bad420cd05ee09466eefb3cd48a26ef51bfcb47765,9239,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_36.png,93ffa57a209e237c5b4ffc193aef78ab963e1f8e09a3f39d078422725beb6306,8696,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_37.png,56e7bfe290bd2958692a095219400db14ab082c6b6df94c1a49aff25ffc8de56,8424,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_38.png,8121092311ca839d4930a97406c3dd9840c138f7a6c1f263ad89d77b31fb3079,8993,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_39.png,762d7109ae6396b8e51981121942f5f862ccb0311daab391510109fc570eedb9,8569,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_4.png,db39410c712e9af688bbf5f1e839e36fcb55e14086310dae9ee1ecd0dc1d1712,8987,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_41.png,80e2e7c5fd0510e17468933f19f6ceae38cf5e1d34681480b2f57d8a23e1c21d,8862,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_43.png,ae865eb94df1ab232d9e81c2da03c6e3c72aa97bff7473a1e1979736c08821b6,9033,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_47.png,149965747b3ce595b20f4b54c18ee49b72fdb5158eca26bd0892ab72b9736638,9170,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_48.png,badf9002a1e0514b4e4f12fcd2fe026e0d7f5af006b3c659a48892cb8f85c06e,8519,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_49.png,e023f4db6a42ca5c0fab0b3d0d25448a0c3be154eedf1a3b6038686aab573b55,9760,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_50.png,e8734ae14ede86435b7d97c6bf68e60e1414b0787e36fdbdd65f95f483c630f1,8487,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_55.png,e023f9a4040550e2db53e922ac0dc6bc96612bef572b967eba1c7c6fe782c228,8424,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_58.png,fd2ed14c18434f996cf4ec840c58dc27b58fd6be117ceca662960d38d947d20c,8297,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_65.png,8fc743e7dc767ee051c558a4905c1e989666f24d227ec374855f4427a70caab5,8753,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_66_a.png,d2f3430e26bbd56dfe38d3f4ef20c638b04c07427280f1cce9705b7fc4e17d02,8774,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_67.png,48bb7b3f4005ead0bac5f7678aed9e5a3e0ab53d5f313e5e0868d0a54edc4118,9799,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_69.png,cabf9ebd4321a37febd2d5be4dde2807040716e949a90f84bcade93a6fcc2a32,8452,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_72.png,f93a37755947b0b4e80c2d2a7aa25781c53547d46e5563a540e0ab82c5b2d2c1,8418,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_75.png,35a31d86e222aee6aab9fb9bdc2307192f4dc9a5f42b5b9015a4ee86f5a48106,10093,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_78_a.png,481b7a92c673f9e5065686371a93036f514fbb0d15942d70154acb50e72d87bf,8948,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_78_b.png,b562da6c858315c021e209553f2467c2cd551fff968f4d03bdffe091b8970f4f,8972,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_79.png,05398fd99cd6c8c6d4f1b8d787ae24f98a9a9ee5aeded5f3355e9b1ad0b311d0,8825,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_8.png,b06674f8f11a65d082559e8f4db55337b1463bbee545057e9ab6ad01895282fd,9349,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_81.png,9a3ef9aa2fe08c8017bea3d377420e7b44ec9c722fde5db1ce9b2d4982bd0376,9100,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_82.png,0fb8bbb779c8320b33ebd61c5209f0da117593f4262330083e16c0ede1f61859,9075,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_87_a.png,14bf71799afd27bc439632753ba2215c35e89481df570e705663d326525ed5b4,8743,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_87_b.png,69788f039c517303b55c08e3119fba427a91bb7d49ced7a1ff03757c2d436667,9313,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_88.png,3659f704e56245165dec4efa8e00c547b243ca579573713be3a78d47f3e56f60,9468,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_89.png,5f25db9e8b6fb4d06c6fd327c6102b5fd70f2ea02c49d648cb2ad7b8e82b317b,8492,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_9.png,ac129ab5a92e61849362b8c87ae81c9979b951dbf4ac2cc29d0748908c1f08b0,8515,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_90.png,43ece94f7e0d8854057b875b28914146fa63988918e65442eb0f3416fdd12020,10061,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_92.png,c82d45e5fd58c57e984daf9ed4756dbf05756c4ebd6180e69ca273f3e11edd71,9175,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_95.png,f935c78e73f5d40f410e7db6c4e0a30e7ee1ab5a958466a2e8a5c56c87884ee0,8772,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_96.png,6c5b5abb516927b4109b85b4295adc17c84239d0dd06a7f0b010ff2b5f552776,9320,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_97.png,16f7b87b306f4bcd92dca9e1edf754fd5e87073d9cbc4192f7b509eb5d6a1b15,9173,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_ctrl_99.png,b9e6478a9e43d3c3db4d53313624ff22bd1bc99cb437bfb819c905862056f0c6,9464,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_dmso_104.png,fd2ed14c18434f996cf4ec840c58dc27b58fd6be117ceca662960d38d947d20c,8297,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_dmso_111.png,b3d7f96bc01ec777969359da7f59bab7d7ee45354e21853d836a204478c72b25,9116,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_dmso_49.png,4ac02fd7a6e0c31c3fcc6fb8dcb7a82833ceda5f0a582a838c8d1b529307340b,9434,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_dmso_6.png,f6700d42666225aaa4b6d8cc68356d0aa89b5432ee03243730d07ee6bf3cdb14,8365,prediction_classical_default
benchmark/predictions/classical_default/colo320dm_qpcr_jq1_24h_dmso_88.png,7ff95abda2e7477525fe767de666c0bae1b900cc161fb91c5f378b81f4e44df4,8496,prediction_classical_default
